Date,asset,return_t,abs_return_t,squared_return_t,negative_return_dummy_t,negative_squared_return_t,return_lag_1,abs_return_lag_1,return_lag_2,abs_return_lag_2,return_lag_3,abs_return_lag_3,return_lag_5,abs_return_lag_5,squared_return_lag_1,squared_return_lag_2,squared_return_lag_3,squared_return_lag_5,squared_return_lag_10,rolling_mean_squared_return_5d,rolling_sum_squared_return_5d,rolling_volatility_5d,rolling_abs_return_5d,rolling_mean_squared_return_22d,rolling_sum_squared_return_22d,rolling_volatility_22d,rolling_abs_return_22d,rolling_mean_squared_return_66d,rolling_sum_squared_return_66d,rolling_volatility_66d,rolling_abs_return_66d,rolling_downside_squared_return_5d,rolling_negative_share_5d,rolling_downside_squared_return_22d,rolling_negative_share_22d,rolling_downside_squared_return_66d,rolling_negative_share_66d,period,crisis_dummy,post_crisis_dummy,negative_x_crisis,negative_squared_x_crisis,target_squared_return_t_plus_1,target_abs_return_t_plus_1,target_return_t_plus_1,asset_KBE,asset_SPY,asset_XLF,period_crisis,period_post_crisis,period_pre_crisis
2006-02-22,KBE,2.005189463754101,2.005189463754101,4.020784785550459,0,0.0,0.018837828343365,0.018837828343365,-0.415640765735147,0.415640765735147,0.6620820644354047,0.6620820644354047,1.1339160577373997,1.1339160577373997,0.00035486377669408575,0.17275724614089938,0.4383526600470474,1.2857656259947259,0.05504320999404575,1.0204441977381282,5.102220988690641,1.0101703805488103,0.7574589494986992,0.5118191764702616,11.260021882345757,0.7154153873591633,0.5340652289987304,0.5464564223824777,36.06612387724353,0.7392269085892894,0.552662696501432,0.034551449228179876,0.2,0.05858718375004239,0.36363636363636365,0.22905842059588505,0.4090909090909091,pre_crisis,0,0,0,0.0,0.041750379551558456,0.2043290961942485,-0.2043290961942485,1,0,0,0,0,1
2006-02-23,KBE,-0.2043290961942485,0.2043290961942485,0.041750379551558456,1,0.041750379551558456,2.005189463754101,2.005189463754101,0.018837828343365,0.018837828343365,-0.415640765735147,0.415640765735147,0.6855446252254782,0.6855446252254782,4.020784785550459,0.00035486377669408575,0.17275724614089938,0.46997143317554135,0.23822369192311957,0.9347999870133318,4.673999935066659,0.966850550505781,0.6612158436924533,0.5119575416397248,11.263065916073947,0.7155120835036435,0.5344102204673575,0.5445213375270587,35.93840827678587,0.7379168906638868,0.5495212819160555,0.04290152513849157,0.4,0.060484928275113224,0.4090909090909091,0.2271233357404661,0.4090909090909091,pre_crisis,0,0,0,0.0,0.16662359562055595,0.4081955360125291,0.4081955360125291,1,0,0,0,0,1
2006-02-24,KBE,0.4081955360125291,0.4081955360125291,0.16662359562055595,0,0.0,-0.2043290961942485,0.2043290961942485,2.005189463754101,2.005189463754101,0.018837828343365,0.018837828343365,0.6620820644354047,0.6620820644354047,0.041750379551558456,4.020784785550459,0.00035486377669408575,0.4383526600470474,0.21742789539672286,0.8804541741280334,4.402270870640167,0.9383251963621319,0.6104385380078782,0.511829370797686,11.260246157549092,0.7154225120847721,0.5342538822486259,0.5269304092574685,34.77740701099292,0.7258997239684476,0.5382480923686033,0.04290152513849157,0.4,0.060484928275113224,0.4090909090909091,0.2271233357404661,0.4090909090909091,pre_crisis,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
2006-02-27,KBE,0.0,0.0,0.0,0,0.0,0.4081955360125291,0.4081955360125291,-0.2043290961942485,0.2043290961942485,2.005189463754101,2.005189463754101,-0.415640765735147,0.415640765735147,0.16662359562055595,0.041750379551558456,4.020784785550459,0.17275724614089938,0.25274211109113515,0.8459027248998534,4.229513624499267,0.919729702086354,0.5273103848608487,0.5001239946943744,11.002727883276238,0.707194453240673,0.5111874011526605,0.5244218612634897,34.61184284339032,0.7241697737847732,0.5320830049451298,0.00835007591031169,0.2,0.060484928275113224,0.4090909090909091,0.2271233357404661,0.4090909090909091,pre_crisis,0,0,0,0.0,1.0475807978174552,1.023513946078633,-1.023513946078633,1,0,0,0,0,1
2006-02-28,KBE,-1.023513946078633,1.023513946078633,1.0475807978174552,1,1.0475807978174552,0.0,0.0,0.4081955360125291,0.4081955360125291,-0.2043290961942485,0.2043290961942485,0.018837828343365,0.018837828343365,0.0,0.16662359562055595,0.041750379551558456,0.00035486377669408575,0.04512826807283766,1.0553479117080058,5.276739558540029,1.0273012760179001,0.7282456084079023,0.43096987080597254,9.481337157731396,0.6564829554573162,0.48485616465444,0.5299035479939448,34.97363416760036,0.727944742404219,0.535043457628594,0.2178662354738027,0.4,0.10810223726681573,0.45454545454545453,0.24299577207103357,0.42424242424242425,pre_crisis,0,0,0,0.0,0.2176586117140209,0.4665389712703762,0.4665389712703762,1,0,0,0,0,1
2006-03-01,KBE,0.4665389712703762,0.4665389712703762,0.2176586117140209,0,0.0,-1.023513946078633,1.023513946078633,0.0,0.0,0.4081955360125291,0.4081955360125291,2.005189463754101,2.005189463754101,1.0475807978174552,0.0,0.16662359562055595,4.020784785550459,1.2857656259947259,0.29472267694071813,1.4736133847035906,0.5428836679627764,0.4205155099111574,0.44071349736382026,9.695696942004046,0.6638625590917296,0.5034517806328314,0.5294523428887472,34.94385463065731,0.7276347592637031,0.5345753882276824,0.2178662354738027,0.4,0.10810223726681573,0.45454545454545453,0.24299577207103357,0.42424242424242425,pre_crisis,0,0,0,0.0,0.6163636958365107,0.7850883363268816,-0.7850883363268816,1,0,0,0,0,1
2006-03-02,KBE,-0.7850883363268816,0.7850883363268816,0.6163636958365107,1,0.6163636958365107,0.4665389712703762,0.4665389712703762,-1.023513946078633,1.023513946078633,0.0,0.0,-0.2043290961942485,0.2043290961942485,0.2176586117140209,1.0475807978174552,0.0,0.041750379551558456,0.46997143317554135,0.4096453401977086,2.048226700988543,0.6400354210492639,0.536667357937684,0.46269398968978764,10.179267773175328,0.6802161345409176,0.5225736344215531,0.5286720632445707,34.89235617414167,0.7270983862205793,0.5340884185431665,0.3327888987307932,0.4,0.1300827295927831,0.45454545454545453,0.25233461594734435,0.4393939393939394,pre_crisis,0,0,0,0.0,0.028559791658100943,0.1689964249861545,-0.1689964249861545,1,0,0,0,0,1
2006-03-03,KBE,-0.1689964249861545,0.1689964249861545,0.028559791658100943,1,0.028559791658100943,-0.7850883363268816,0.7850883363268816,0.4665389712703762,0.4665389712703762,-1.023513946078633,1.023513946078633,0.4081955360125291,0.4081955360125291,0.6163636958365107,0.2176586117140209,1.0475807978174552,0.16662359562055595,0.4383526600470474,0.3820325794052176,1.910162897026088,0.6180878411724483,0.48882753573240906,0.46020466915505126,10.124502721411128,0.6783838656358591,0.5171343614998783,0.5290830234843489,34.91947954996703,0.7273809342320906,0.5360747268467579,0.3385008570624134,0.6,0.1275934090580468,0.45454545454545453,0.25276734006337614,0.45454545454545453,pre_crisis,0,0,0,0.0,0.2988093518083384,0.5466345688010761,-0.5466345688010761,1,0,0,0,0,1
2006-03-06,KBE,-0.5466345688010761,0.5466345688010761,0.2988093518083384,1,0.2988093518083384,-0.1689964249861545,0.1689964249861545,-0.7850883363268816,0.7850883363268816,0.4665389712703762,0.4665389712703762,0.0,0.0,0.028559791658100943,0.6163636958365107,0.2176586117140209,0.0,0.17275724614089938,0.4417944497668852,2.208972248834426,0.6646761991879092,0.5981544494926243,0.44656689804361077,9.824471756959436,0.6682566109239854,0.5068064903297117,0.5329528952865248,35.174891088910634,0.7300362287493168,0.54120068368918,0.39826272742408103,0.8,0.11395563794660622,0.45454545454545453,0.25663721186555216,0.45454545454545453,pre_crisis,0,0,0,0.0,0.4103311877151101,0.6405709856956605,0.6405709856956605,1,0,0,0,0,1
2006-03-07,KBE,0.6405709856956605,0.6405709856956605,0.4103311877151101,0,0.0,-0.5466345688010761,0.5466345688010761,-0.1689964249861545,0.1689964249861545,-0.7850883363268816,0.7850883363268816,-1.023513946078633,1.023513946078633,0.2988093518083384,0.028559791658100943,0.6163636958365107,1.0475807978174552,0.00035486377669408575,0.3143445277464162,1.571722638732081,0.5606643628289711,0.5215658574160298,0.45900680385953674,10.098149684909808,0.6775004087523023,0.519120334367043,0.5389736817555121,35.572262995863795,0.7341482695992084,0.5491814738240975,0.18874656786059002,0.6,0.10774412613911812,0.4090909090909091,0.2564408591267347,0.4393939393939394,pre_crisis,0,0,0,0.0,0.06893311625573721,0.2625511688333099,0.2625511688333099,1,0,0,0,0,1
